lot_number,VAX_MANU,reports,serious_reports,deaths,total_doses_shipped,reports_per_million,serious_per_million,deaths_per_million,source_rows,source_files,source_sheets
FG3527,PFIZER\BIONTECH,1427,326.0,38.0,14248081.0,100.15,22.88,2.67,6154,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FC3180,PFIZER\BIONTECH,1620,302.0,26.0,13234261.0,122.41,22.82,1.96,9390,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0175,PFIZER\BIONTECH,1760,311.0,34.0,13892118.0,126.69,22.39,2.45,3172,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0176,PFIZER\BIONTECH,1796,328.0,38.0,14794519.0,121.4,22.17,2.57,5077,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0165,PFIZER\BIONTECH,375,76.0,4.0,3434543.0,109.18,22.13,1.16,737,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0191,PFIZER\BIONTECH,1802,349.0,19.0,15917428.0,113.21,21.93,1.19,5009,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FC3182,PFIZER\BIONTECH,1455,305.0,46.0,14006913.0,103.88,21.77,3.28,8651,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0710,PFIZER\BIONTECH,10,1.0,0.0,46800.0,213.68,21.37,0.0,49,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
EW0178,PFIZER\BIONTECH,1568,276.0,12.0,13139466.0,119.34,21.01,0.91,5276,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FF8839,PFIZER\BIONTECH,1474,250.0,39.0,12146408.0,121.35,20.58,3.21,5078,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FF2588,PFIZER\BIONTECH,1331,263.0,30.0,12813540.0,103.87,20.53,2.34,3327,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0182,PFIZER\BIONTECH,1678,295.0,24.0,14698538.0,114.16,20.07,1.63,4355,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FD8448,PFIZER\BIONTECH,1335,246.0,25.0,12322267.0,108.34,19.96,2.03,9586,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0170,PFIZER\BIONTECH,1898,313.0,34.0,15738290.0,120.6,19.89,2.16,4451,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FH8020,PFIZER\BIONTECH,1956,255.0,17.0,12894456.0,151.69,19.78,1.32,5232,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FH8028,PFIZER\BIONTECH,1282,260.0,29.0,13144686.0,97.53,19.78,2.21,6098,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0161,PFIZER\BIONTECH,2131,317.0,41.0,16148400.0,131.96,19.63,2.54,5188,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FA7484,PFIZER\BIONTECH,1285,187.0,25.0,9720688.0,132.19,19.24,2.57,8222,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0180,PFIZER\BIONTECH,1742,261.0,18.0,13627256.0,127.83,19.15,1.32,5703,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FA7485,PFIZER\BIONTECH,1536,243.0,31.0,12863195.0,119.41,18.89,2.41,11965,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0217,PFIZER\BIONTECH,1975,252.0,44.0,13547915.0,145.78,18.6,3.25,4930,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0202,PFIZER\BIONTECH,387,56.0,7.0,3052073.0,126.8,18.35,2.29,1476,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0177,PFIZER\BIONTECH,1787,277.0,23.0,15149147.0,117.96,18.28,1.52,5312,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FF2589,PFIZER\BIONTECH,1605,236.0,34.0,13204580.0,121.55,17.87,2.57,5642,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FA6780,PFIZER\BIONTECH,1712,229.0,26.0,12941101.0,132.29,17.7,2.01,13003,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
30125BA,PFIZER\BIONTECH,120,37.0,3.0,2125929.0,56.45,17.4,1.41,1209,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0196,PFIZER\BIONTECH,1687,225.0,23.0,13046365.0,129.31,17.25,1.76,5499,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FH8030,PFIZER\BIONTECH,1068,224.0,25.0,13136843.0,81.3,17.05,1.9,6596,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
30155BA,PFIZER\BIONTECH,1233,210.0,19.0,12803447.0,96.3,16.4,1.48,5944,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0173,PFIZER\BIONTECH,2300,292.0,21.0,17866729.0,128.73,16.34,1.18,3577,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0181,PFIZER\BIONTECH,1708,211.0,15.0,12911508.0,132.29,16.34,1.16,5540,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0187,PFIZER\BIONTECH,1779,246.0,24.0,15103443.0,117.79,16.29,1.59,3952,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FM9992,PFIZER\BIONTECH,1070,194.0,23.0,12051648.0,88.78,16.1,1.91,26160,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FD0809,PFIZER\BIONTECH,1627,219.0,26.0,13618556.0,119.47,16.08,1.91,14192,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EW0185,PFIZER\BIONTECH,1919,291.0,18.0,18324241.0,104.72,15.88,0.98,3764,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FP7139,PFIZER\BIONTECH,349,59.0,2.0,3830364.0,91.11,15.4,0.52,9173,2023-00157-A-PHS-New-data-set.xlsx,#3 Data; Part2
FK9894,PFIZER\BIONTECH,1549,238.0,29.0,15620848.0,99.16,15.24,1.86,24448,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FJ1620,PFIZER\BIONTECH,1082,217.0,14.0,14250720.0,75.93,15.23,0.98,6596,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FH8027,PFIZER\BIONTECH,1123,200.0,25.0,13321071.0,84.3,15.01,1.88,5877,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FP7150,PFIZER\BIONTECH,506,49.0,9.0,3316414.0,152.57,14.77,2.71,7608,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2; Part2
FD7218,PFIZER\BIONTECH,862,170.0,16.0,11640247.0,74.05,14.6,1.37,5084,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FJ8757,PFIZER\BIONTECH,1060,209.0,15.0,14443254.0,73.39,14.47,1.04,6912,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FP4554,PFIZER\BIONTECH,793,110.0,6.0,7649236.0,103.67,14.38,0.78,17179,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
33026BD,PFIZER\BIONTECH,158,53.0,2.0,3717202.0,42.51,14.26,0.54,1901,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FR2583,PFIZER\BIONTECH,766,13.0,0.0,935062.0,819.2,13.9,0.0,2605,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2; Part2
EW0198,PFIZER\BIONTECH,1385,146.0,9.0,10562063.0,131.13,13.82,0.85,4850,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
30135BA,PFIZER\BIONTECH,746,143.0,24.0,10528166.0,70.86,13.58,2.28,6721,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
30145BA,PFIZER\BIONTECH,1179,149.0,18.0,11219528.0,105.08,13.28,1.6,5644,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FJ6369,PFIZER\BIONTECH,1436,214.0,20.0,16412434.0,87.49,13.04,1.22,23815,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FM0173,PFIZER\BIONTECH,308,49.0,3.0,3761651.0,81.88,13.03,0.8,7284,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FR2587,PFIZER\BIONTECH,429,6.0,0.0,462840.0,926.89,12.96,0.0,1524,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2; Part2
FE3594,PFIZER\BIONTECH,1150,192.0,7.0,15132534.0,76.0,12.69,0.46,6886,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FJ1611,PFIZER\BIONTECH,803,154.0,12.0,12154454.0,66.07,12.67,0.99,5575,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FK9729,PFIZER\BIONTECH,1404,205.0,19.0,16364857.0,85.79,12.53,1.16,22830,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FW1331,PFIZER\BIONTECH,128,3.0,1.0,244069.0,524.44,12.29,4.1,614,2023-00157-A-PHS-New-data-set.xlsx,#3 Data; Part2
FL3198,PFIZER\BIONTECH,840,159.0,8.0,13076904.0,64.24,12.16,0.61,6636,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
HREW0169,PFIZER\BIONTECH,2,1.0,0.0,84480.0,23.67,11.84,0.0,5,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
FJ8762,PFIZER\BIONTECH,997,151.0,9.0,13225741.0,75.38,11.42,0.68,6162,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
EY0584,PFIZER\BIONTECH,394,21.0,2.0,1873612.0,210.29,11.21,1.07,1105,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
32030BD,PFIZER\BIONTECH,842,138.0,16.0,12522432.0,67.24,11.02,1.28,5468,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
30130BA,PFIZER\BIONTECH,549,104.0,7.0,9552305.0,57.47,10.89,0.73,6857,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FJ9943,PFIZER\BIONTECH,447,66.0,1.0,6440158.0,69.41,10.25,0.16,14187,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FL3197,PFIZER\BIONTECH,920,129.0,8.0,12742787.0,72.2,10.12,0.63,5956,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FK9893,PFIZER\BIONTECH,1213,148.0,18.0,14702022.0,82.51,10.07,1.22,34480,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FP7138,PFIZER\BIONTECH,619,34.0,5.0,3392622.0,182.45,10.02,1.47,7618,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2; Part2
FJ4989,PFIZER\BIONTECH,622,85.0,8.0,8924150.0,69.7,9.52,0.9,13999,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FJ5682,PFIZER\BIONTECH,462,79.0,7.0,8315939.0,55.56,9.5,0.84,10167,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FJ1614,PFIZER\BIONTECH,468,105.0,8.0,11445990.0,40.89,9.17,0.7,6355,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FP7137,PFIZER\BIONTECH,387,31.0,1.0,3386093.0,114.29,9.16,0.3,8160,2023-00157-A-PHS-New-data-set.xlsx,#3 Data; Part2
33130BA,PFIZER\BIONTECH,1099,129.0,12.0,14340770.0,76.63,9.0,0.84,6934,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FL3209,PFIZER\BIONTECH,638,96.0,9.0,11802830.0,54.05,8.13,0.76,5777,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
P0001332,PFIZER\BIONTECH,6,2.0,0.0,246180.0,24.37,8.12,0.0,169,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FK9895,PFIZER\BIONTECH,1266,125.0,15.0,15823382.0,80.01,7.9,0.95,28455,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FJ4991,PFIZER\BIONTECH,699,55.0,4.0,7081066.0,98.71,7.77,0.56,15365,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FM0698,PFIZER\BIONTECH,1505,109.0,7.0,15511209.0,97.03,7.03,0.45,26169,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FK9896,PFIZER\BIONTECH,976,109.0,8.0,15880474.0,61.46,6.86,0.5,26040,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
33030BD,PFIZER\BIONTECH,482,84.0,6.0,12802646.0,37.65,6.56,0.47,7241,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FJ5683,PFIZER\BIONTECH,391,48.0,4.0,8304968.0,47.08,5.78,0.48,6275,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
